dms_orig,dms_dest,sctg2,dms_mode,thousand tons in 2017,thousand tons in 2018,thousand tons in 2019,thousand tons in 2020,thousand tons in 2021,thousand tons in 2022,thousand tons in 2023,thousand tons in 2024,thousand tons in 2030,thousand tons in 2030_low,thousand tons in 2030_high,thousand tons in 2035,thousand tons in 2035_low,thousand tons in 2035_high,thousand tons in 2040,thousand tons in 2040_low,thousand tons in 2040_high,thousand tons in 2045,thousand tons in 2045_low,thousand tons in 2045_high,thousand tons in 2050,thousand tons in 2050_low,thousand tons in 2050_high
190-Iowa,38-North Dakota,21-Pharmaceuticals,5-Multiple modes & mail,0.1142,0.1084,0.1109,0.1138,0.1199,0.1305,0.1356,0.1452,0.1663,0.1646,0.1829,0.2022,0.1931,0.2062,0.2459,0.2324,0.2508,0.299,0.2793,0.305,0.3636,0.3352,0.3709
190-Iowa,39-Ohio,21-Pharmaceuticals,1-Truck,0.1683,0.1598,0.1635,0.1677,0.1767,0.1923,0.1999,0.2141,0.2633,0.2584,0.2897,0.317,0.3013,0.3234,0.3816,0.351,0.3892,0.4597,0.4098,0.4689,0.552,0.477,0.563
190-Iowa,39-Ohio,21-Pharmaceuticals,5-Multiple modes & mail,0.0046,0.0044,0.0045,0.0046,0.0049,0.0053,0.0055,0.0059,0.0084,0.0082,0.0092,0.0098,0.0094,0.01,0.0116,0.0107,0.0118,0.0136,0.0122,0.0139,0.0158,0.0138,0.0161
190-Iowa,40-Oklahoma,21-Pharmaceuticals,1-Truck,0.0165,0.0157,0.016,0.0164,0.0173,0.0189,0.0196,0.021,0.0276,0.0275,0.0304,0.032,0.0312,0.0326,0.0369,0.036,0.0377,0.0427,0.0414,0.0435,0.0486,0.0468,0.0496
190-Iowa,40-Oklahoma,21-Pharmaceuticals,5-Multiple modes & mail,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0009,0.0009,0.001,0.001,0.001,0.001,0.0012,0.0011,0.0012,0.0014,0.0013,0.0014,0.0015,0.0015,0.0016
190-Iowa,42-Pennsylvania,21-Pharmaceuticals,1-Truck,0.1615,0.1533,0.1569,0.1609,0.1696,0.1845,0.1918,0.2054,0.2418,0.2366,0.266,0.2941,0.2794,0.3,0.3576,0.3276,0.3647,0.4348,0.3844,0.4435,0.5288,0.4509,0.5393
190-Iowa,42-Pennsylvania,21-Pharmaceuticals,5-Multiple modes & mail,0.0952,0.0904,0.0925,0.0948,0.1,0.1088,0.1131,0.1211,0.1657,0.1626,0.1823,0.1927,0.1867,0.1965,0.2238,0.2101,0.2283,0.2606,0.2369,0.2658,0.2999,0.2638,0.3059
190-Iowa,45-South Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
190-Iowa,46-South Dakota,21-Pharmaceuticals,1-Truck,0.7369,0.6996,0.7156,0.7341,0.7737,0.8419,0.875,0.9373,1.2497,1.2372,1.3747,1.4644,1.4635,1.4937,1.6934,1.6687,1.7273,1.9348,1.8796,1.9735,2.2516,2.1551,2.2966
190-Iowa,46-South Dakota,21-Pharmaceuticals,5-Multiple modes & mail,0.0106,0.0101,0.0103,0.0105,0.0111,0.0121,0.0126,0.0135,0.018,0.0178,0.0198,0.021,0.021,0.0215,0.0243,0.024,0.0248,0.0278,0.027,0.0284,0.0324,0.031,0.033
190-Iowa,47-Tennessee,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
190-Iowa,47-Tennessee,21-Pharmaceuticals,5-Multiple modes & mail,0.0019,0.0018,0.0019,0.0019,0.002,0.0022,0.0023,0.0025,0.0034,0.0033,0.0037,0.0038,0.0036,0.0039,0.0044,0.004,0.0045,0.005,0.0043,0.0051,0.0056,0.0047,0.0057
190-Iowa,48-Texas,21-Pharmaceuticals,5-Multiple modes & mail,0.0061,0.0058,0.0059,0.0061,0.0064,0.0069,0.0072,0.0077,0.0089,0.0086,0.0098,0.0108,0.0102,0.0111,0.0132,0.012,0.0135,0.016,0.0142,0.0164,0.0195,0.0167,0.0199
190-Iowa,49-Utah,21-Pharmaceuticals,1-Truck,0.0353,0.0335,0.0342,0.0351,0.037,0.0403,0.0419,0.0449,0.0503,0.0494,0.0554,0.0612,0.0598,0.0624,0.0744,0.0714,0.0759,0.0905,0.0853,0.0923,0.1101,0.1016,0.1123
190-Iowa,50-Vermont,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003
190-Iowa,51-Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
190-Iowa,53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,0.0109,0.0103,0.0106,0.0108,0.0114,0.0124,0.0129,0.0138,0.0181,0.018,0.0199,0.0212,0.021,0.0216,0.0248,0.0246,0.0253,0.0292,0.0289,0.0297,0.0337,0.0329,0.0344
190-Iowa,55-Wisconsin,21-Pharmaceuticals,1-Truck,1.0254,0.9735,0.9958,1.0216,1.0767,1.1716,1.2177,1.3043,1.5065,1.4958,1.6571,1.832,1.7706,1.8686,2.2278,2.1078,2.2723,2.7091,2.5135,2.7633,3.2945,2.9987,3.3604
190-Iowa,55-Wisconsin,21-Pharmaceuticals,4-Air (include truck-air),0.0277,0.0263,0.0269,0.0276,0.0291,0.0316,0.0329,0.0352,0.0407,0.0404,0.0447,0.0495,0.0478,0.0505,0.0602,0.0569,0.0614,0.0732,0.0679,0.0746,0.089,0.081,0.0907
190-Iowa,55-Wisconsin,21-Pharmaceuticals,5-Multiple modes & mail,1.9521,1.8532,1.8957,1.9447,2.0496,2.2302,2.318,2.483,2.8742,2.853,3.1616,3.4951,3.3744,3.565,4.2503,4.0171,4.3353,5.1686,4.7906,5.272,6.2854,5.7162,6.4111
201-Kansas City MO-KS (KS Part),01-Alabama,21-Pharmaceuticals,1-Truck,0.0618,0.0587,0.06,0.0616,0.0649,0.0706,0.0734,0.0786,0.1084,0.1073,0.1192,0.1249,0.1226,0.1274,0.1436,0.1393,0.1465,0.1654,0.1586,0.1687,0.1879,0.1782,0.1916
201-Kansas City MO-KS (KS Part),01-Alabama,21-Pharmaceuticals,4-Air (include truck-air),0.0278,0.0264,0.027,0.0277,0.0292,0.0318,0.033,0.0354,0.0496,0.049,0.0545,0.0585,0.0567,0.0596,0.0689,0.0659,0.0703,0.0814,0.077,0.083,0.0948,0.0888,0.0967
201-Kansas City MO-KS (KS Part),01-Alabama,21-Pharmaceuticals,5-Multiple modes & mail,0.0183,0.0173,0.0177,0.0182,0.0192,0.0209,0.0217,0.0232,0.0322,0.0319,0.0354,0.0375,0.0366,0.0383,0.0437,0.0421,0.0445,0.0509,0.0485,0.0519,0.0585,0.0552,0.0597
201-Kansas City MO-KS (KS Part),02-Alaska,21-Pharmaceuticals,5-Multiple modes & mail,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0009,0.0011,0.001,0.0012,0.0012,0.0012,0.0012,0.0013,0.0013,0.0014,0.0014,0.0014,0.0015,0.0016,0.0015,0.0016
201-Kansas City MO-KS (KS Part),04-Arizona,21-Pharmaceuticals,4-Air (include truck-air),0.0365,0.0346,0.0354,0.0363,0.0383,0.0417,0.0433,0.0464,0.0534,0.0529,0.0588,0.065,0.0647,0.0663,0.079,0.0781,0.0806,0.0961,0.0945,0.098,0.1169,0.1141,0.1192
201-Kansas City MO-KS (KS Part),04-Arizona,21-Pharmaceuticals,5-Multiple modes & mail,0.0195,0.0185,0.0189,0.0194,0.0205,0.0223,0.0231,0.0248,0.032,0.0317,0.0352,0.0382,0.0379,0.039,0.0456,0.0452,0.0465,0.0544,0.0538,0.0555,0.0643,0.0631,0.0656
201-Kansas City MO-KS (KS Part),05-Arkansas,21-Pharmaceuticals,4-Air (include truck-air),0.0576,0.0547,0.056,0.0574,0.0605,0.0658,0.0684,0.0733,0.1043,0.1018,0.1148,0.1234,0.1167,0.1259,0.1453,0.1316,0.1482,0.171,0.1485,0.1744,0.1995,0.1661,0.2035
201-Kansas City MO-KS (KS Part),05-Arkansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0141,0.0134,0.0137,0.014,0.0148,0.0161,0.0167,0.0179,0.0255,0.0249,0.0281,0.0302,0.0286,0.0308,0.0355,0.0322,0.0363,0.0418,0.0363,0.0427,0.0488,0.0406,0.0498
201-Kansas City MO-KS (KS Part),06-California,21-Pharmaceuticals,1-Truck,0.323,0.3067,0.3137,0.3218,0.3392,0.3691,0.3836,0.4109,0.5184,0.5118,0.5703,0.6223,0.6187,0.6347,0.7467,0.7242,0.7617,0.897,0.8489,0.9149,1.0718,0.9879,1.0932
201-Kansas City MO-KS (KS Part),06-California,21-Pharmaceuticals,4-Air (include truck-air),0.0164,0.0156,0.016,0.0164,0.0173,0.0188,0.0195,0.0209,0.0242,0.0239,0.0266,0.0294,0.0291,0.03,0.0358,0.0345,0.0365,0.0435,0.041,0.0444,0.053,0.0486,0.054
201-Kansas City MO-KS (KS Part),06-California,21-Pharmaceuticals,5-Multiple modes & mail,0.993,0.9427,0.9644,0.9893,1.0426,1.1345,1.1792,1.2631,1.4747,1.4523,1.6222,1.7914,1.7818,1.8273,2.1761,2.1094,2.2196,2.6436,2.4981,2.6965,3.2103,2.9481,3.2745
201-Kansas City MO-KS (KS Part),08-Colorado,21-Pharmaceuticals,1-Truck,0.0595,0.0565,0.0578,0.0593,0.0625,0.068,0.0706,0.0757,0.0882,0.0874,0.097,0.1073,0.1061,0.1094,0.1304,0.1275,0.133,0.1586,0.1533,0.1618,0.1929,0.1836,0.1967
201-Kansas City MO-KS (KS Part),08-Colorado,21-Pharmaceuticals,4-Air (include truck-air),0.0105,0.01,0.0102,0.0104,0.011,0.012,0.0125,0.0133,0.0172,0.0171,0.019,0.0206,0.0204,0.021,0.0244,0.0238,0.0248,0.0288,0.0278,0.0294,0.0346,0.0329,0.0353
201-Kansas City MO-KS (KS Part),08-Colorado,21-Pharmaceuticals,5-Multiple modes & mail,0.1698,0.1612,0.1649,0.1691,0.1782,0.1939,0.2016,0.2159,0.2652,0.2628,0.2918,0.3196,0.3161,0.326,0.3832,0.3744,0.3909,0.4595,0.4438,0.4687,0.5556,0.5284,0.5667
201-Kansas City MO-KS (KS Part),09-Connecticut,21-Pharmaceuticals,4-Air (include truck-air),0.0017,0.0017,0.0017,0.0017,0.0018,0.002,0.0021,0.0022,0.0026,0.0025,0.0028,0.0031,0.003,0.0032,0.0038,0.0035,0.0039,0.0046,0.0041,0.0047,0.0056,0.0048,0.0057
201-Kansas City MO-KS (KS Part),09-Connecticut,21-Pharmaceuticals,5-Multiple modes & mail,0.0082,0.0078,0.008,0.0082,0.0086,0.0094,0.0097,0.0104,0.0121,0.0118,0.0133,0.0147,0.0141,0.015,0.0179,0.0165,0.0182,0.0218,0.0193,0.0222,0.0265,0.0226,0.027
201-Kansas City MO-KS (KS Part),10-Delaware,21-Pharmaceuticals,5-Multiple modes & mail,0.4033,0.3829,0.3917,0.4018,0.4235,0.4608,0.4789,0.513,0.5872,0.5676,0.6459,0.7141,0.6557,0.7284,0.8684,0.7541,0.8857,1.056,0.8683,1.0771,1.2841,1,1.3098
201-Kansas City MO-KS (KS Part),11-Washington DC,21-Pharmaceuticals,5-Multiple modes & mail,0.0043,0.0041,0.0042,0.0043,0.0045,0.0049,0.0051,0.0055,0.0065,0.0065,0.0072,0.0079,0.0078,0.0081,0.0096,0.0096,0.0098,0.0117,0.0115,0.0119,0.0142,0.0137,0.0145
201-Kansas City MO-KS (KS Part),12-Florida,21-Pharmaceuticals,1-Truck,0.174,0.1652,0.169,0.1734,0.1827,0.1988,0.2067,0.2214,0.2806,0.274,0.3087,0.332,0.3152,0.3387,0.3956,0.3627,0.4035,0.4686,0.4158,0.4779,0.55,0.4725,0.561
201-Kansas City MO-KS (KS Part),12-Florida,21-Pharmaceuticals,4-Air (include truck-air),0.1243,0.118,0.1207,0.1238,0.1305,0.142,0.1476,0.1581,0.2018,0.1976,0.222,0.2413,0.2313,0.2461,0.2883,0.2684,0.2941,0.345,0.3127,0.3519,0.4098,0.3616,0.418
201-Kansas City MO-KS (KS Part),12-Florida,21-Pharmaceuticals,5-Multiple modes & mail,0.1257,0.1193,0.1221,0.1252,0.132,0.1436,0.1493,0.1599,0.196,0.1917,0.2156,0.2347,0.2239,0.2394,0.2819,0.2605,0.2875,0.3379,0.3032,0.3446,0.4028,0.3511,0.4109
201-Kansas City MO-KS (KS Part),13-Georgia,21-Pharmaceuticals,1-Truck,0.1276,0.1212,0.1239,0.1271,0.134,0.1458,0.1515,0.1623,0.1886,0.1842,0.2075,0.2293,0.2158,0.2339,0.2789,0.2527,0.2845,0.3392,0.2961,0.3459,0.4124,0.3466,0.4207
201-Kansas City MO-KS (KS Part),13-Georgia,21-Pharmaceuticals,4-Air (include truck-air),0.0605,0.0574,0.0587,0.0602,0.0635,0.0691,0.0718,0.0769,0.1063,0.1039,0.117,0.1226,0.1158,0.125,0.141,0.1285,0.1438,0.1623,0.143,0.1655,0.1842,0.1566,0.1879
201-Kansas City MO-KS (KS Part),13-Georgia,21-Pharmaceuticals,5-Multiple modes & mail,0.1401,0.133,0.1361,0.1396,0.1471,0.1601,0.1664,0.1782,0.2408,0.2356,0.2649,0.2829,0.2682,0.2885,0.332,0.3044,0.3386,0.3901,0.3466,0.3979,0.4533,0.3896,0.4624
201-Kansas City MO-KS (KS Part),16-Idaho,21-Pharmaceuticals,5-Multiple modes & mail,0.0273,0.0259,0.0265,0.0272,0.0286,0.0312,0.0324,0.0347,0.0456,0.0455,0.0502,0.0534,0.0528,0.0544,0.0623,0.0617,0.0636,0.0729,0.0722,0.0743,0.0841,0.084,0.0858
201-Kansas City MO-KS (KS Part),17-Illinois,21-Pharmaceuticals,1-Truck,1.0021,0.9514,0.9732,0.9983,1.0522,1.1449,1.19,1.2747,1.4881,1.4592,1.6369,1.8096,1.7203,1.8458,2.2006,2.0271,2.2446,2.676,2.3913,2.7296,3.2542,2.8207,3.3193
201-Kansas City MO-KS (KS Part),17-Illinois,21-Pharmaceuticals,4-Air (include truck-air),0.0397,0.0377,0.0386,0.0395,0.0417,0.0454,0.0471,0.0505,0.0696,0.0683,0.0765,0.0814,0.0778,0.083,0.0948,0.0879,0.0967,0.1105,0.0995,0.1127,0.1279,0.1118,0.1305
201-Kansas City MO-KS (KS Part),17-Illinois,21-Pharmaceuticals,5-Multiple modes & mail,0.0293,0.0278,0.0284,0.0292,0.0307,0.0334,0.0348,0.0372,0.0443,0.0434,0.0487,0.0536,0.051,0.0547,0.0649,0.0598,0.0662,0.0785,0.0702,0.0801,0.095,0.0824,0.0969
201-Kansas City MO-KS (KS Part),18-Indiana,21-Pharmaceuticals,1-Truck,0.1605,0.1523,0.1558,0.1599,0.1685,0.1833,0.1906,0.2041,0.2882,0.2836,0.317,0.3386,0.3239,0.3454,0.3975,0.3705,0.4054,0.4673,0.4252,0.4766,0.5425,0.4822,0.5533
201-Kansas City MO-KS (KS Part),18-Indiana,21-Pharmaceuticals,4-Air (include truck-air),0.0355,0.0337,0.0344,0.0353,0.0372,0.0405,0.0421,0.0451,0.0637,0.0627,0.0701,0.0749,0.0716,0.0763,0.0879,0.0819,0.0896,0.1033,0.094,0.1054,0.1199,0.1066,0.1223
201-Kansas City MO-KS (KS Part),18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0676,0.0641,0.0656,0.0673,0.0709,0.0772,0.0802,0.0859,0.1108,0.1093,0.1219,0.1308,0.126,0.1334,0.1544,0.1453,0.1574,0.1826,0.1683,0.1862,0.2146,0.194,0.2189
201-Kansas City MO-KS (KS Part),19-Iowa,21-Pharmaceuticals,1-Truck,0.0149,0.0142,0.0145,0.0149,0.0157,0.0171,0.0177,0.019,0.0218,0.0217,0.0239,0.0265,0.0255,0.027,0.0322,0.0306,0.0328,0.0391,0.0367,0.0399,0.0476,0.044,0.0486
201-Kansas City MO-KS (KS Part),19-Iowa,21-Pharmaceuticals,4-Air (include truck-air),0.0018,0.0017,0.0017,0.0017,0.0018,0.002,0.0021,0.0022,0.0026,0.0025,0.0028,0.0031,0.003,0.0032,0.0038,0.0036,0.0038,0.0046,0.0043,0.0047,0.0056,0.0052,0.0057
201-Kansas City MO-KS (KS Part),19-Iowa,21-Pharmaceuticals,5-Multiple modes & mail,0.1351,0.1282,0.1312,0.1346,0.1418,0.1543,0.1604,0.1718,0.1968,0.196,0.2165,0.2393,0.2302,0.2441,0.291,0.2764,0.2968,0.3539,0.3317,0.361,0.4304,0.398,0.439
201-Kansas City MO-KS (KS Part),20-Kansas,21-Pharmaceuticals,1-Truck,6.5841,6.2505,6.394,6.5592,6.913,7.5223,7.8183,8.3748,9.6422,9.5458,10.6064,11.6937,11.5798,11.9276,14.1813,13.9443,14.4649,17.2003,16.8035,17.5443,20.8513,20.2083,21.2684
201-Kansas City MO-KS (KS Part),20-Kansas,21-Pharmaceuticals,5-Multiple modes & mail,1.0082,0.9571,0.9791,1.0044,1.0586,1.1519,1.1972,1.2824,1.4831,1.4683,1.6314,1.7951,1.7775,1.831,2.1727,2.1359,2.2161,2.6302,2.5685,2.6828,3.1812,3.0814,3.2448
201-Kansas City MO-KS (KS Part),21-Kentucky,21-Pharmaceuticals,1-Truck,0.1121,0.1064,0.1089,0.1117,0.1177,0.1281,0.1331,0.1426,0.1903,0.186,0.2093,0.2226,0.2092,0.2271,0.2597,0.2356,0.2649,0.3032,0.2662,0.3093,0.3489,0.2963,0.3559
201-Kansas City MO-KS (KS Part),21-Kentucky,21-Pharmaceuticals,4-Air (include truck-air),0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0005
201-Kansas City MO-KS (KS Part),21-Kentucky,21-Pharmaceuticals,5-Multiple modes & mail,0.0402,0.0382,0.0391,0.0401,0.0422,0.0459,0.0478,0.0511,0.068,0.0665,0.0748,0.0797,0.0749,0.0813,0.093,0.0844,0.0949,0.1087,0.0954,0.1109,0.1253,0.1064,0.1278
201-Kansas City MO-KS (KS Part),22-Louisiana,21-Pharmaceuticals,1-Truck,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009,0.001,0.001,0.0012,0.0012,0.0013,0.0014,0.0013,0.0015,0.0018,0.0016,0.0018,0.0021,0.0019,0.0022,0.0026,0.0022,0.0027
201-Kansas City MO-KS (KS Part),22-Louisiana,21-Pharmaceuticals,4-Air (include truck-air),0.0164,0.0156,0.0159,0.0163,0.0172,0.0187,0.0195,0.0209,0.0293,0.0285,0.0322,0.0343,0.0325,0.035,0.0402,0.0369,0.041,0.0472,0.0422,0.0481,0.0545,0.0475,0.0556
201-Kansas City MO-KS (KS Part),22-Louisiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0336,0.0319,0.0327,0.0335,0.0353,0.0384,0.0399,0.0428,0.0614,0.0599,0.0676,0.0726,0.0686,0.074,0.0857,0.0787,0.0874,0.1012,0.0905,0.1033,0.1179,0.1027,0.1203
201-Kansas City MO-KS (KS Part),23-Maine,21-Pharmaceuticals,5-Multiple modes & mail,0.0267,0.0253,0.0259,0.0266,0.028,0.0305,0.0317,0.034,0.0392,0.0389,0.0431,0.0476,0.0468,0.0486,0.0579,0.0563,0.0591,0.0704,0.0678,0.0718,0.0856,0.082,0.0874
201-Kansas City MO-KS (KS Part),24-Maryland,21-Pharmaceuticals,4-Air (include truck-air),0.0282,0.0268,0.0274,0.0281,0.0296,0.0322,0.0335,0.0358,0.0417,0.0407,0.0458,0.0507,0.0474,0.0517,0.0616,0.0552,0.0628,0.0749,0.0643,0.0764,0.0911,0.0748,0.0929
201-Kansas City MO-KS (KS Part),24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,0.0383,0.0364,0.0372,0.0382,0.0402,0.0438,0.0455,0.0488,0.0568,0.0556,0.0625,0.0691,0.0647,0.0705,0.084,0.0754,0.0857,0.1022,0.0879,0.1042,0.1242,0.1023,0.1267
201-Kansas City MO-KS (KS Part),25-Massachusetts,21-Pharmaceuticals,1-Truck,0.104,0.0987,0.101,0.1036,0.1092,0.1188,0.1235,0.1323,0.1545,0.1531,0.1699,0.1878,0.1828,0.1916,0.2284,0.2178,0.233,0.2778,0.2593,0.2833,0.3378,0.3083,0.3445
201-Kansas City MO-KS (KS Part),25-Massachusetts,21-Pharmaceuticals,4-Air (include truck-air),0.0086,0.0082,0.0084,0.0086,0.009,0.0098,0.0102,0.0109,0.0128,0.0127,0.014,0.0155,0.0151,0.0158,0.0189,0.018,0.0193,0.023,0.0214,0.0234,0.0279,0.0255,0.0285
201-Kansas City MO-KS (KS Part),25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,0.0366,0.0347,0.0355,0.0364,0.0384,0.0418,0.0434,0.0465,0.0557,0.0552,0.0613,0.0674,0.0657,0.0688,0.0817,0.0779,0.0833,0.0989,0.0923,0.1008,0.1195,0.1092,0.1219
201-Kansas City MO-KS (KS Part),26-Michigan,21-Pharmaceuticals,1-Truck,0.4097,0.3889,0.3978,0.4081,0.4301,0.468,0.4864,0.5211,0.7408,0.724,0.8149,0.8828,0.8314,0.9005,1.0509,0.9552,1.0719,1.2455,1.0935,1.2704,1.4888,1.2615,1.5186
201-Kansas City MO-KS (KS Part),26-Michigan,21-Pharmaceuticals,4-Air (include truck-air),0.0035,0.0033,0.0034,0.0035,0.0037,0.004,0.0041,0.0044,0.0063,0.0061,0.0069,0.0075,0.0071,0.0076,0.0089,0.0081,0.0091,0.0106,0.0093,0.0108,0.0126,0.0107,0.0129
201-Kansas City MO-KS (KS Part),26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0.0061,0.0058,0.0059,0.0061,0.0064,0.007,0.0072,0.0078,0.0108,0.0106,0.0119,0.0127,0.012,0.013,0.015,0.0137,0.0153,0.0176,0.0155,0.018,0.0208,0.0177,0.0213
201-Kansas City MO-KS (KS Part),27-Minnesota,21-Pharmaceuticals,1-Truck,0.1612,0.1531,0.1566,0.1606,0.1693,0.1842,0.1914,0.2051,0.2638,0.2627,0.2902,0.3188,0.3149,0.3251,0.3838,0.3786,0.3914,0.4598,0.4495,0.469,0.551,0.5338,0.562
201-Kansas City MO-KS (KS Part),27-Minnesota,21-Pharmaceuticals,5-Multiple modes & mail,0.1482,0.1407,0.1439,0.1476,0.1556,0.1693,0.1759,0.1885,0.2365,0.2355,0.2602,0.2861,0.2824,0.2919,0.3452,0.3397,0.3521,0.4148,0.4047,0.4231,0.4986,0.482,0.5086
201-Kansas City MO-KS (KS Part),28-Mississippi,21-Pharmaceuticals,1-Truck,0.11,0.1044,0.1068,0.1095,0.1154,0.1256,0.1306,0.1399,0.2007,0.1999,0.2208,0.2337,0.2313,0.2384,0.2716,0.269,0.277,0.3161,0.3101,0.3224,0.3627,0.3525,0.3699
201-Kansas City MO-KS (KS Part),28-Mississippi,21-Pharmaceuticals,4-Air (include truck-air),0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
201-Kansas City MO-KS (KS Part),28-Mississippi,21-Pharmaceuticals,5-Multiple modes & mail,0.0353,0.0335,0.0343,0.0351,0.037,0.0403,0.0419,0.0449,0.0644,0.0641,0.0708,0.075,0.0742,0.0765,0.0871,0.0863,0.0889,0.1014,0.0995,0.1034,0.1163,0.1131,0.1187
201-Kansas City MO-KS (KS Part),29-Missouri,21-Pharmaceuticals,1-Truck,3.1589,2.9989,3.0677,3.147,3.3167,3.6091,3.7511,4.0181,4.7339,4.6434,5.2073,5.7567,5.4207,5.8719,7.0006,6.3565,7.1406,8.5131,7.4589,8.6834,10.3525,8.744,10.5596
201-Kansas City MO-KS (KS Part),29-Missouri,21-Pharmaceuticals,4-Air (include truck-air),0.0094,0.0089,0.0091,0.0094,0.0099,0.0107,0.0112,0.012,0.0144,0.0142,0.0159,0.0176,0.0166,0.0179,0.0214,0.0194,0.0218,0.026,0.0228,0.0265,0.0316,0.0268,0.0322
201-Kansas City MO-KS (KS Part),29-Missouri,21-Pharmaceuticals,5-Multiple modes & mail,0.1859,0.1765,0.1805,0.1852,0.1952,0.2124,0.2207,0.2365,0.2754,0.2701,0.3029,0.3349,0.3153,0.3416,0.4073,0.3697,0.4154,0.4952,0.4337,0.5052,0.6023,0.5082,0.6143
201-Kansas City MO-KS (KS Part),30-Montana,21-Pharmaceuticals,4-Air (include truck-air),0.0174,0.0165,0.0169,0.0173,0.0183,0.0199,0.0207,0.0221,0.0308,0.0305,0.0338,0.0362,0.0359,0.037,0.0422,0.0418,0.0431,0.0491,0.0487,0.0501,0.0579,0.0564,0.059
201-Kansas City MO-KS (KS Part),30-Montana,21-Pharmaceuticals,5-Multiple modes & mail,0.0172,0.0163,0.0167,0.0171,0.018,0.0196,0.0204,0.0218,0.0303,0.0301,0.0333,0.0357,0.0354,0.0364,0.0416,0.0412,0.0424,0.0484,0.048,0.0494,0.057,0.0556,0.0582
201-Kansas City MO-KS (KS Part),31-Nebraska,21-Pharmaceuticals,1-Truck,0.0745,0.0707,0.0723,0.0742,0.0782,0.0851,0.0884,0.0947,0.135,0.1337,0.1485,0.1607,0.1545,0.1639,0.1909,0.1813,0.1947,0.227,0.2131,0.2315,0.2661,0.247,0.2714
201-Kansas City MO-KS (KS Part),31-Nebraska,21-Pharmaceuticals,5-Multiple modes & mail,0.0493,0.0468,0.0478,0.0491,0.0517,0.0563,0.0585,0.0626,0.0893,0.0884,0.0982,0.1062,0.1024,0.1083,0.1261,0.1202,0.1287,0.15,0.1414,0.153,0.1758,0.164,0.1793
201-Kansas City MO-KS (KS Part),32-Nevada,21-Pharmaceuticals,5-Multiple modes & mail,0.1974,0.1874,0.1917,0.1967,0.2073,0.2256,0.2345,0.2511,0.2831,0.2705,0.3114,0.3443,0.335,0.3512,0.4187,0.3958,0.427,0.5091,0.4692,0.5193,0.6191,0.5577,0.6315
201-Kansas City MO-KS (KS Part),33-New Hampshire,21-Pharmaceuticals,4-Air (include truck-air),0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
201-Kansas City MO-KS (KS Part),33-New Hampshire,21-Pharmaceuticals,5-Multiple modes & mail,0.0024,0.0023,0.0023,0.0024,0.0025,0.0028,0.0029,0.0031,0.0036,0.0036,0.0039,0.0043,0.0043,0.0044,0.0053,0.0051,0.0054,0.0064,0.0061,0.0065,0.0078,0.0073,0.0079
201-Kansas City MO-KS (KS Part),34-New Jersey,21-Pharmaceuticals,1-Truck,2.1694,2.0595,2.1068,2.1613,2.2778,2.4786,2.5761,2.7595,3.2411,3.1564,3.5652,3.9414,3.6843,4.0202,4.793,4.2892,4.8888,5.8286,4.9966,5.9451,7.0879,5.8165,7.2297
