Target,ATC2 Class,Period,Model,Actual,Forecast,Error,MAE
Number of Prescriptions,M03,2024Q1,SARIMA,93482.0,93169.328125,312.671875,4718.9140625
Number of Prescriptions,M03,2024Q2,Historical Mean,92097.0,83650.32142857143,8446.678571428565,7503.089285714283
Number of Prescriptions,M03,2024Q2,Naive,92097.0,93980.0,1883.0,5373.25
Number of Prescriptions,M03,2024Q2,Seasonal Naive,92097.0,102633.0,10536.0,10529.25
Number of Prescriptions,M03,2024Q2,AutoARIMA,92097.0,93169.328125,1072.328125,4718.9140625
Number of Prescriptions,M03,2024Q2,SARIMA,92097.0,93169.328125,1072.328125,4718.9140625
Number of Prescriptions,M03,2024Q3,Historical Mean,90291.0,83650.32142857143,6640.678571428565,7503.089285714283
Number of Prescriptions,M03,2024Q3,Naive,90291.0,93980.0,3689.0,5373.25
Number of Prescriptions,M03,2024Q3,Seasonal Naive,90291.0,97624.0,7333.0,10529.25
Number of Prescriptions,M03,2024Q3,AutoARIMA,90291.0,93169.328125,2878.328125,4718.9140625
Number of Prescriptions,M03,2024Q3,SARIMA,90291.0,93169.328125,2878.328125,4718.9140625
Number of Prescriptions,M03,2024Q4,Historical Mean,78557.0,83650.32142857143,5093.321428571435,7503.089285714283
Number of Prescriptions,M03,2024Q4,Naive,78557.0,93980.0,15423.0,5373.25
Number of Prescriptions,M03,2024Q4,Seasonal Naive,78557.0,93980.0,15423.0,10529.25
Number of Prescriptions,M03,2024Q4,AutoARIMA,78557.0,93169.328125,14612.328125,4718.9140625
Number of Prescriptions,M03,2024Q4,SARIMA,78557.0,93169.328125,14612.328125,4718.9140625
Number of Prescriptions,M04,2024Q1,Historical Mean,6720.0,7126.5,406.5,783.0
Number of Prescriptions,M04,2024Q1,Naive,6720.0,6949.0,229.0,605.5
Number of Prescriptions,M04,2024Q1,Seasonal Naive,6720.0,7796.0,1076.0,1137.25
Number of Prescriptions,M04,2024Q1,AutoARIMA,6720.0,6949.0,229.0,605.5
Number of Prescriptions,M04,2024Q1,SARIMA,6720.0,6938.0546875,218.0546875,393.876953125
Number of Prescriptions,M04,2024Q2,Historical Mean,6552.0,7126.5,574.5,783.0
Number of Prescriptions,M04,2024Q2,Naive,6552.0,6949.0,397.0,605.5
Number of Prescriptions,M04,2024Q2,Seasonal Naive,6552.0,7804.0,1252.0,1137.25
Number of Prescriptions,M04,2024Q2,AutoARIMA,6552.0,6949.0,397.0,605.5
Number of Prescriptions,M04,2024Q2,SARIMA,6552.0,6881.77001953125,329.77001953125,393.876953125
Number of Prescriptions,M04,2024Q3,Historical Mean,6479.0,7126.5,647.5,783.0
Number of Prescriptions,M04,2024Q3,Naive,6479.0,6949.0,470.0,605.5
Number of Prescriptions,M04,2024Q3,Seasonal Naive,6479.0,7374.0,895.0,1137.25
Number of Prescriptions,M04,2024Q3,AutoARIMA,6479.0,6949.0,470.0,605.5
Number of Prescriptions,M04,2024Q3,SARIMA,6479.0,6637.421875,158.421875,393.876953125
Number of Prescriptions,M04,2024Q4,Historical Mean,5623.0,7126.5,1503.5,783.0
Number of Prescriptions,M04,2024Q4,Naive,5623.0,6949.0,1326.0,605.5
Number of Prescriptions,M04,2024Q4,Seasonal Naive,5623.0,6949.0,1326.0,1137.25
Number of Prescriptions,M04,2024Q4,AutoARIMA,5623.0,6949.0,1326.0,605.5
Number of Prescriptions,M04,2024Q4,SARIMA,5623.0,6492.26123046875,869.26123046875,393.876953125
Number of Prescriptions,M05,2024Q1,Historical Mean,4217.0,4316.5,99.5,369.75
Number of Prescriptions,M05,2024Q1,Naive,4217.0,4429.0,212.0,482.25
Number of Prescriptions,M05,2024Q1,Seasonal Naive,4217.0,5188.0,971.0,1045.25
Number of Prescriptions,M05,2024Q1,AutoARIMA,4217.0,4429.0,212.0,482.25
Number of Prescriptions,M05,2024Q1,SARIMA,4217.0,4429.0,212.0,482.25
Number of Prescriptions,M05,2024Q2,Historical Mean,4275.0,4316.5,41.5,369.75
Number of Prescriptions,M05,2024Q2,Naive,4275.0,4429.0,154.0,482.25
Number of Prescriptions,M05,2024Q2,Seasonal Naive,4275.0,5289.0,1014.0,1045.25
Number of Prescriptions,M05,2024Q2,AutoARIMA,4275.0,4429.0,154.0,482.25
Number of Prescriptions,M05,2024Q2,SARIMA,4275.0,4429.0,154.0,482.25
Number of Prescriptions,M05,2024Q3,Historical Mean,4109.0,4316.5,207.5,369.75
Number of Prescriptions,M05,2024Q3,Naive,4109.0,4429.0,320.0,482.25
Number of Prescriptions,M05,2024Q3,Seasonal Naive,4109.0,5062.0,953.0,1045.25
Number of Prescriptions,M05,2024Q3,AutoARIMA,4109.0,4429.0,320.0,482.25
Number of Prescriptions,M05,2024Q3,SARIMA,4109.0,4429.0,320.0,482.25
Number of Prescriptions,M05,2024Q4,Historical Mean,3186.0,4316.5,1130.5,369.75
Number of Prescriptions,M05,2024Q4,Naive,3186.0,4429.0,1243.0,482.25
Number of Prescriptions,M05,2024Q4,Seasonal Naive,3186.0,4429.0,1243.0,1045.25
Number of Prescriptions,M05,2024Q4,AutoARIMA,3186.0,4429.0,1243.0,482.25
Number of Prescriptions,M05,2024Q4,SARIMA,3186.0,4429.0,1243.0,482.25
Number of Prescriptions,M09,2024Q1,Historical Mean,232.0,108.76923076923077,123.23076923076923,123.98076923076923
Number of Prescriptions,M09,2024Q1,Naive,232.0,194.0,38.0,38.75
Number of Prescriptions,M09,2024Q1,Seasonal Naive,232.0,187.0,45.0,34.5
Number of Prescriptions,M09,2024Q1,AutoARIMA,232.0,201.20005798339844,30.799942016601562,34.64997100830078
Number of Prescriptions,M09,2024Q1,SARIMA,232.0,201.20005798339844,30.799942016601562,34.64997100830078
Number of Prescriptions,M09,2024Q2,Historical Mean,256.0,108.76923076923077,147.23076923076923,123.98076923076923
Number of Prescriptions,M09,2024Q2,Naive,256.0,194.0,62.0,38.75
Number of Prescriptions,M09,2024Q2,Seasonal Naive,256.0,186.0,70.0,34.5
Number of Prescriptions,M09,2024Q2,AutoARIMA,256.0,208.4001007080078,47.59989929199219,34.64997100830078
Number of Prescriptions,M09,2024Q2,SARIMA,256.0,208.4001007080078,47.59989929199219,34.64997100830078
Number of Prescriptions,M09,2024Q3,Historical Mean,248.0,108.76923076923077,139.23076923076923,123.98076923076923
Number of Prescriptions,M09,2024Q3,Naive,248.0,194.0,54.0,38.75
Number of Prescriptions,M09,2024Q3,Seasonal Naive,248.0,226.0,22.0,34.5
Number of Prescriptions,M09,2024Q3,AutoARIMA,248.0,215.60015869140625,32.39984130859375,34.64997100830078
Number of Prescriptions,M09,2024Q3,SARIMA,248.0,215.60015869140625,32.39984130859375,34.64997100830078
Number of Prescriptions,M09,2024Q4,Historical Mean,195.0,108.76923076923077,86.23076923076923,123.98076923076923
Number of Prescriptions,M09,2024Q4,Naive,195.0,194.0,1.0,38.75
Number of Prescriptions,M09,2024Q4,Seasonal Naive,195.0,194.0,1.0,34.5
Number of Prescriptions,M09,2024Q4,AutoARIMA,195.0,222.80020141601562,27.800201416015625,34.64997100830078
Number of Prescriptions,M09,2024Q4,SARIMA,195.0,222.80020141601562,27.800201416015625,34.64997100830078
Number of Prescriptions,N01,2024Q1,Historical Mean,2319.0,3831.3571428571427,1512.3571428571427,704.9285714285713
Number of Prescriptions,N01,2024Q1,Naive,2319.0,2672.0,353.0,668.25
Number of Prescriptions,N01,2024Q1,Seasonal Naive,2319.0,5355.0,3036.0,1142.5
Number of Prescriptions,N01,2024Q1,AutoARIMA,2319.0,2672.0,353.0,668.25
Number of Prescriptions,N01,2024Q1,SARIMA,2319.0,2672.0,353.0,668.25
Number of Prescriptions,N01,2024Q2,Historical Mean,2963.0,3831.3571428571427,868.3571428571427,704.9285714285713
Number of Prescriptions,N01,2024Q2,Naive,2963.0,2672.0,291.0,668.25
Number of Prescriptions,N01,2024Q2,Seasonal Naive,2963.0,2945.0,18.0,1142.5
Number of Prescriptions,N01,2024Q2,AutoARIMA,2963.0,2672.0,291.0,668.25
Number of Prescriptions,N01,2024Q2,SARIMA,2963.0,2672.0,291.0,668.25
Number of Prescriptions,N01,2024Q3,Historical Mean,3906.0,3831.3571428571427,74.64285714285734,704.9285714285713
Number of Prescriptions,N01,2024Q3,Naive,3906.0,2672.0,1234.0,668.25
Number of Prescriptions,N01,2024Q3,Seasonal Naive,3906.0,3185.0,721.0,1142.5
Number of Prescriptions,N01,2024Q3,AutoARIMA,3906.0,2672.0,1234.0,668.25
Number of Prescriptions,N01,2024Q3,SARIMA,3906.0,2672.0,1234.0,668.25
Number of Prescriptions,N01,2024Q4,Historical Mean,3467.0,3831.3571428571427,364.35714285714266,704.9285714285713
Number of Prescriptions,N01,2024Q4,Naive,3467.0,2672.0,795.0,668.25
Number of Prescriptions,N01,2024Q4,Seasonal Naive,3467.0,2672.0,795.0,1142.5
Number of Prescriptions,N01,2024Q4,AutoARIMA,3467.0,2672.0,795.0,668.25
Number of Prescriptions,N01,2024Q4,SARIMA,3467.0,2672.0,795.0,668.25
Number of Prescriptions,N02,2024Q1,Historical Mean,364955.0,326698.8214285714,38256.17857142858,71219.67857142858
Number of Prescriptions,N02,2024Q1,Naive,364955.0,437963.0,73008.0,46794.0
Number of Prescriptions,N02,2024Q1,Seasonal Naive,364955.0,452757.0,87802.0,73958.0
Number of Prescriptions,N02,2024Q1,AutoARIMA,364955.0,396239.125,31284.125,42842.109375
Number of Prescriptions,N02,2024Q1,SARIMA,364955.0,396239.125,31284.125,42842.109375
Number of Prescriptions,N02,2024Q2,Historical Mean,439803.0,326698.8214285714,113104.17857142858,71219.67857142858
Number of Prescriptions,N02,2024Q2,Naive,439803.0,437963.0,1840.0,46794.0
Number of Prescriptions,N02,2024Q2,Seasonal Naive,439803.0,469843.0,30040.0,73958.0
Number of Prescriptions,N02,2024Q2,AutoARIMA,439803.0,422751.90625,17051.09375,42842.109375
Number of Prescriptions,N02,2024Q2,SARIMA,439803.0,422751.90625,17051.09375,42842.109375
Number of Prescriptions,N02,2024Q3,Historical Mean,449622.0,326698.8214285714,122923.17857142858,71219.67857142858
Number of Prescriptions,N02,2024Q3,Naive,449622.0,437963.0,11659.0,46794.0
Number of Prescriptions,N02,2024Q3,Seasonal Naive,449622.0,372301.0,77321.0,73958.0
Number of Prescriptions,N02,2024Q3,AutoARIMA,449622.0,405904.78125,43717.21875,42842.109375
Number of Prescriptions,N02,2024Q3,SARIMA,449622.0,405904.78125,43717.21875,42842.109375
Number of Prescriptions,N02,2024Q4,Historical Mean,337294.0,326698.8214285714,10595.17857142858,71219.67857142858
Number of Prescriptions,N02,2024Q4,Naive,337294.0,437963.0,100669.0,46794.0
Number of Prescriptions,N02,2024Q4,Seasonal Naive,337294.0,437963.0,100669.0,73958.0
Number of Prescriptions,N02,2024Q4,AutoARIMA,337294.0,416610.0,79316.0,42842.109375
Number of Prescriptions,N02,2024Q4,SARIMA,337294.0,416610.0,79316.0,42842.109375
Number of Prescriptions,N03,2024Q1,Historical Mean,147775.0,145891.89285714287,1883.1071428571304,4278.5
Number of Prescriptions,N03,2024Q1,Naive,147775.0,147510.0,265.0,4992.5
Number of Prescriptions,N03,2024Q1,Seasonal Naive,147775.0,164353.0,16578.0,14854.75
Number of Prescriptions,N03,2024Q1,AutoARIMA,147775.0,147510.0,265.0,4992.5
Number of Prescriptions,N03,2024Q1,SARIMA,147775.0,147510.0,265.0,4992.5
Number of Prescriptions,N03,2024Q2,Historical Mean,146082.0,145891.89285714287,190.10714285713038,4278.5
Number of Prescriptions,N03,2024Q2,Naive,146082.0,147510.0,1428.0,4992.5
Number of Prescriptions,N03,2024Q2,Seasonal Naive,146082.0,163557.0,17475.0,14854.75
Number of Prescriptions,N03,2024Q2,AutoARIMA,146082.0,147510.0,1428.0,4992.5
Number of Prescriptions,N03,2024Q2,SARIMA,146082.0,147510.0,1428.0,4992.5
Number of Prescriptions,N03,2024Q3,Historical Mean,144877.0,145891.89285714287,1014.8928571428696,4278.5
Number of Prescriptions,N03,2024Q3,Naive,144877.0,147510.0,2633.0,4992.5
Number of Prescriptions,N03,2024Q3,Seasonal Naive,144877.0,154599.0,9722.0,14854.75
Number of Prescriptions,N03,2024Q3,AutoARIMA,144877.0,147510.0,2633.0,4992.5
Number of Prescriptions,N03,2024Q3,SARIMA,144877.0,147510.0,2633.0,4992.5
Number of Prescriptions,N03,2024Q4,Historical Mean,131866.0,145891.89285714287,14025.89285714287,4278.5
Number of Prescriptions,N03,2024Q4,Naive,131866.0,147510.0,15644.0,4992.5
Number of Prescriptions,N03,2024Q4,Seasonal Naive,131866.0,147510.0,15644.0,14854.75
Number of Prescriptions,N03,2024Q4,AutoARIMA,131866.0,147510.0,15644.0,4992.5
Number of Prescriptions,N03,2024Q4,SARIMA,131866.0,147510.0,15644.0,4992.5
Number of Prescriptions,N04,2024Q1,Historical Mean,19814.0,20456.785714285714,642.7857142857138,1366.2857142857138
Number of Prescriptions,N04,2024Q1,Naive,19814.0,20623.0,809.0,1532.5
Number of Prescriptions,N04,2024Q1,Seasonal Naive,19814.0,22645.0,2831.0,2724.5
Number of Prescriptions,N04,2024Q1,AutoARIMA,19814.0,19841.263671875,27.263671875,471.0
Number of Prescriptions,N04,2024Q1,SARIMA,19814.0,19841.263671875,27.263671875,471.0
Number of Prescriptions,N04,2024Q2,Historical Mean,19729.0,20456.785714285714,727.7857142857138,1366.2857142857138
Number of Prescriptions,N04,2024Q2,Naive,19729.0,20623.0,894.0,1532.5
Number of Prescriptions,N04,2024Q2,Seasonal Naive,19729.0,22638.0,2909.0,2724.5
Number of Prescriptions,N04,2024Q2,AutoARIMA,19729.0,19059.529296875,669.470703125,471.0
Number of Prescriptions,N04,2024Q2,SARIMA,19729.0,19059.529296875,669.470703125,471.0
Number of Prescriptions,N04,2024Q3,Historical Mean,19394.0,20456.785714285714,1062.7857142857138,1366.2857142857138
Number of Prescriptions,N04,2024Q3,Naive,19394.0,20623.0,1229.0,1532.5
Number of Prescriptions,N04,2024Q3,Seasonal Naive,19394.0,21354.0,1960.0,2724.5
Number of Prescriptions,N04,2024Q3,AutoARIMA,19394.0,18277.79296875,1116.20703125,471.0
Number of Prescriptions,N04,2024Q3,SARIMA,19394.0,18277.79296875,1116.20703125,471.0
Number of Prescriptions,N04,2024Q4,Historical Mean,17425.0,20456.785714285714,3031.7857142857138,1366.2857142857138
Number of Prescriptions,N04,2024Q4,Naive,17425.0,20623.0,3198.0,1532.5
Number of Prescriptions,N04,2024Q4,Seasonal Naive,17425.0,20623.0,3198.0,2724.5
Number of Prescriptions,N04,2024Q4,AutoARIMA,17425.0,17496.05859375,71.05859375,471.0
Number of Prescriptions,N04,2024Q4,SARIMA,17425.0,17496.05859375,71.05859375,471.0
Number of Prescriptions,N05,2024Q1,Historical Mean,360430.0,311999.64285714284,48430.35714285716,32253.60714285716
Number of Prescriptions,N05,2024Q1,Naive,360430.0,360075.0,355.0,15999.25
Number of Prescriptions,N05,2024Q1,Seasonal Naive,360430.0,403316.0,42886.0,42678.75
Number of Prescriptions,N05,2024Q1,AutoARIMA,360430.0,359329.875,1100.125,22126.703125
Number of Prescriptions,N05,2024Q1,SARIMA,360430.0,359329.875,1100.125,22126.703125
Number of Prescriptions,N05,2024Q2,Historical Mean,352808.0,311999.64285714284,40808.35714285716,32253.60714285716
Number of Prescriptions,N05,2024Q2,Naive,352808.0,360075.0,7267.0,15999.25
Number of Prescriptions,N05,2024Q2,Seasonal Naive,352808.0,405613.0,52805.0,42678.75
Number of Prescriptions,N05,2024Q2,AutoARIMA,352808.0,363663.21875,10855.21875,22126.703125
Number of Prescriptions,N05,2024Q2,SARIMA,352808.0,363663.21875,10855.21875,22126.703125
Number of Prescriptions,N05,2024Q3,Historical Mean,351506.0,311999.64285714284,39506.35714285716,32253.60714285716
Number of Prescriptions,N05,2024Q3,Naive,351506.0,360075.0,8569.0,15999.25
Number of Prescriptions,N05,2024Q3,Seasonal Naive,351506.0,378724.0,27218.0,42678.75
Number of Prescriptions,N05,2024Q3,AutoARIMA,351506.0,367996.5625,16490.5625,22126.703125
Number of Prescriptions,N05,2024Q3,SARIMA,351506.0,367996.5625,16490.5625,22126.703125
Number of Prescriptions,N05,2024Q4,Historical Mean,312269.0,311999.64285714284,269.3571428571595,32253.60714285716
Number of Prescriptions,N05,2024Q4,Naive,312269.0,360075.0,47806.0,15999.25
Number of Prescriptions,N05,2024Q4,Seasonal Naive,312269.0,360075.0,47806.0,42678.75
Number of Prescriptions,N05,2024Q4,AutoARIMA,312269.0,372329.90625,60060.90625,22126.703125
Number of Prescriptions,N05,2024Q4,SARIMA,312269.0,372329.90625,60060.90625,22126.703125
Number of Prescriptions,N06,2024Q1,Historical Mean,654910.0,584907.1428571428,70002.85714285716,46929.42857142858
Number of Prescriptions,N06,2024Q1,Naive,654910.0,661847.0,6937.0,40089.0
Number of Prescriptions,N06,2024Q1,Seasonal Naive,654910.0,749705.0,94795.0,85704.5
Number of Prescriptions,N06,2024Q1,AutoARIMA,654910.0,654187.4375,722.5625,29728.21875
Number of Prescriptions,N06,2024Q1,SARIMA,654910.0,678145.125,23235.125,36859.234375
Number of Prescriptions,N06,2024Q2,Historical Mean,639030.0,584907.1428571428,54122.85714285716,46929.42857142858
Number of Prescriptions,N06,2024Q2,Naive,639030.0,661847.0,22817.0,40089.0
Number of Prescriptions,N06,2024Q2,Seasonal Naive,639030.0,737445.0,98415.0,85704.5
Number of Prescriptions,N06,2024Q2,AutoARIMA,639030.0,651100.5625,12070.5625,29728.21875
Number of Prescriptions,N06,2024Q2,SARIMA,639030.0,672477.5625,33447.5625,36859.234375
Number of Prescriptions,N06,2024Q3,Historical Mean,628342.0,584907.1428571428,43434.85714285716,46929.42857142858
Number of Prescriptions,N06,2024Q3,Naive,628342.0,661847.0,33505.0,40089.0
Number of Prescriptions,N06,2024Q3,Seasonal Naive,628342.0,680853.0,52511.0,85704.5
Number of Prescriptions,N06,2024Q3,AutoARIMA,628342.0,649856.5625,21514.5625,29728.21875
Number of Prescriptions,N06,2024Q3,SARIMA,628342.0,646316.1875,17974.1875,36859.234375
Number of Prescriptions,N06,2024Q4,Historical Mean,564750.0,584907.1428571428,20157.14285714284,46929.42857142858
Number of Prescriptions,N06,2024Q4,Naive,564750.0,661847.0,97097.0,40089.0
Number of Prescriptions,N06,2024Q4,Seasonal Naive,564750.0,661847.0,97097.0,85704.5
Number of Prescriptions,N06,2024Q4,AutoARIMA,564750.0,649355.1875,84605.1875,29728.21875
Number of Prescriptions,N06,2024Q4,SARIMA,564750.0,637530.0625,72780.0625,36859.234375
Number of Prescriptions,N07,2024Q1,Historical Mean,56562.0,56758.57142857143,196.57142857142753,3095.5714285714275
Number of Prescriptions,N07,2024Q1,Naive,56562.0,38837.0,17725.0,14826.0
Number of Prescriptions,N07,2024Q1,Seasonal Naive,56562.0,43006.0,13556.0,10125.0
Number of Prescriptions,N07,2024Q1,AutoARIMA,56562.0,56758.5703125,196.5703125,3095.5703125
Number of Prescriptions,N07,2024Q1,SARIMA,56562.0,56758.5703125,196.5703125,3095.5703125
Number of Prescriptions,N07,2024Q2,Historical Mean,55130.0,56758.57142857143,1628.5714285714275,3095.5714285714275
Number of Prescriptions,N07,2024Q2,Naive,55130.0,38837.0,16293.0,14826.0
Number of Prescriptions,N07,2024Q2,Seasonal Naive,55130.0,51436.0,3694.0,10125.0
Number of Prescriptions,N07,2024Q2,AutoARIMA,55130.0,56758.5703125,1628.5703125,3095.5703125
Number of Prescriptions,N07,2024Q2,SARIMA,55130.0,56758.5703125,1628.5703125,3095.5703125
Number of Prescriptions,N07,2024Q3,Historical Mean,46871.0,56758.57142857143,9887.571428571428,3095.5714285714275
Number of Prescriptions,N07,2024Q3,Naive,46871.0,38837.0,8034.0,14826.0
Number of Prescriptions,N07,2024Q3,Seasonal Naive,46871.0,40873.0,5998.0,10125.0
Number of Prescriptions,N07,2024Q3,AutoARIMA,46871.0,56758.5703125,9887.5703125,3095.5703125
Number of Prescriptions,N07,2024Q3,SARIMA,46871.0,56758.5703125,9887.5703125,3095.5703125
Number of Prescriptions,N07,2024Q4,Historical Mean,56089.0,56758.57142857143,669.5714285714275,3095.5714285714275
Number of Prescriptions,N07,2024Q4,Naive,56089.0,38837.0,17252.0,14826.0
Number of Prescriptions,N07,2024Q4,Seasonal Naive,56089.0,38837.0,17252.0,10125.0
Number of Prescriptions,N07,2024Q4,AutoARIMA,56089.0,56758.5703125,669.5703125,3095.5703125
Number of Prescriptions,N07,2024Q4,SARIMA,56089.0,56758.5703125,669.5703125,3095.5703125
Number of Prescriptions,P01,2024Q1,Historical Mean,4677.0,7967.285714285715,3290.2857142857147,3376.5357142857147
Number of Prescriptions,P01,2024Q1,Naive,4677.0,6829.0,2152.0,2238.25
Number of Prescriptions,P01,2024Q1,Seasonal Naive,4677.0,6015.0,1338.0,1690.25
Number of Prescriptions,P01,2024Q1,AutoARIMA,4677.0,7967.28564453125,3290.28564453125,3376.53564453125
Number of Prescriptions,P01,2024Q1,SARIMA,4677.0,7967.28564453125,3290.28564453125,3376.53564453125
Number of Prescriptions,P01,2024Q2,Historical Mean,4583.0,7967.285714285715,3384.2857142857147,3376.5357142857147
Number of Prescriptions,P01,2024Q2,Naive,4583.0,6829.0,2246.0,2238.25
Number of Prescriptions,P01,2024Q2,Seasonal Naive,4583.0,7309.0,2726.0,1690.25
Number of Prescriptions,P01,2024Q2,AutoARIMA,4583.0,7967.28564453125,3384.28564453125,3376.53564453125
Number of Prescriptions,P01,2024Q2,SARIMA,4583.0,7967.28564453125,3384.28564453125,3376.53564453125
Number of Prescriptions,P01,2024Q3,Historical Mean,4618.0,7967.285714285715,3349.2857142857147,3376.5357142857147
Number of Prescriptions,P01,2024Q3,Naive,4618.0,6829.0,2211.0,2238.25
Number of Prescriptions,P01,2024Q3,Seasonal Naive,4618.0,4971.0,353.0,1690.25
Number of Prescriptions,P01,2024Q3,AutoARIMA,4618.0,7967.28564453125,3349.28564453125,3376.53564453125
Number of Prescriptions,P01,2024Q3,SARIMA,4618.0,7967.28564453125,3349.28564453125,3376.53564453125
